year,imdb,title,test,clean_test,binary,budget,Country,Genre,isUSFilm,Production,RT_Score
2011,tt1219289,Limitless,notalk,notalk,FAIL,27000000,USA,"Mystery, Sci-Fi, Thriller",TRUE,Relativity Media,69
2011,tt0466893,Margaret,ok,ok,PASS,14000000,USA,Drama,TRUE,Fox Searchlight,73
2011,tt1615147,Margin Call,notalk-disagree,notalk,FAIL,3400000,USA,"Drama, Thriller",TRUE,Roadside Attractions,88
2011,tt1305591,Mars Needs Moms,dubious,dubious,FAIL,150000000,USA,"Animation, Adventure, Family, Sci-Fi",TRUE,Walt Disney Pictures,37
2011,tt1441326,Martha Marcy May Marlene,ok,ok,PASS,1000000,USA,"Drama, Mystery, Thriller",TRUE,Fox Searchlight,90
2011,tt1527186,Melancholia,ok,ok,PASS,9400000,"Denmark, Sweden, France, Germany","Drama, Sci-Fi",FALSE,Magnolia Pictures,79
2011,tt1605783,Midnight in Paris,ok,ok,PASS,30000000,"Spain, USA, France","Comedy, Fantasy, Romance",TRUE,Sony Pictures Classics,93
2011,tt1229238,Mission: Impossible - Ghost Protocol,notalk-disagree,notalk,FAIL,145000000,"USA, United Arab Emirates, Czech Republic, Russia, India, Canada","Action, Adventure, Thriller",TRUE,Paramount Studios,93
2011,tt1210166,Moneyball,notalk,notalk,FAIL,50000000,USA,"Biography, Drama, Sport",TRUE,Sony Pictures,94
2011,tt1396218,Mr. Popper&#39;s Penguins,notalk,notalk,FAIL,55000000,USA,"Comedy, Family, Fantasy",TRUE,20th Century Fox,48
2011,tt1598822,New Year&#39;s Eve,ok,ok,PASS,26000000,USA,"Comedy, Romance",TRUE,Warner Bros.,7
2011,tt1411238,No Strings Attached,ok,ok,PASS,25000000,USA,"Comedy, Romance",TRUE,Paramount Pictures,49
2011,tt1720182,October Baby,ok,ok,PASS,1000000,USA,Drama,TRUE,IDP/Samuel goldwyn Films,23
2011,tt1637706,Our Idiot Brother,ok,ok,PASS,5000000,USA,"Comedy, Drama",TRUE,The Weinstein Company,69
2011,tt1778304,Paranormal Activity 3,ok,ok,PASS,5000000,USA,"Horror, Mystery, Thriller",TRUE,Paramount Pictures,67
2011,tt1092026,Paul,ok,ok,PASS,40000000,"USA, UK","Adventure, Comedy, Sci-Fi",TRUE,Universal Pictures,71
2011,tt1298650,Pirates of the Caribbean: On Stranger Tides,notalk,notalk,FAIL,250000000,"USA, UK","Action, Adventure, Fantasy",TRUE,Walt Disney Pictures,32
2011,tt0822847,Priest,notalk-disagree,notalk,FAIL,60000000,USA,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller",TRUE,Screen Gems/SONY PICTURES,15
2011,tt0448694,Puss in Boots,notalk,notalk,FAIL,130000000,USA,"Animation, Action, Adventure, Comedy, Family, Fantasy",TRUE,Paramount/Dreamworks,85
2011,tt1192628,Rango,notalk-disagree,notalk,FAIL,135000000,"USA, Brazil, UK","Animation, Adventure, Comedy, Family, Western",TRUE,Paramount Pictures,88
2011,tt0433035,Real Steel,notalk,notalk,FAIL,110000000,"USA, India","Action, Drama, Family, Sci-Fi, Sport",TRUE,Walt Disney Pictures,60
2011,tt1486185,Red Riding Hood,ok,ok,PASS,42000000,"USA, Canada","Fantasy, Horror, Mystery, Romance, Thriller",TRUE,Warner Bros.,10
2011,tt0873886,Red State,ok,ok,PASS,4000000,USA,"Action, Crime, Horror, Thriller",TRUE,SModcast Pictures,60
2011,tt1498569,Restless,ok,ok,PASS,8000000,USA,"Drama, Romance",TRUE,Sony Pictures,37
2011,tt1436562,Rio,notalk,notalk,FAIL,90000000,"USA, Brazil","Animation, Adventure, Comedy, Family, Musical",TRUE,20th Century Fox,72
2011,tt1318514,Rise of the Planet of the Apes,notalk,notalk,FAIL,93000000,"USA, UK, Canada","Action, Drama, Sci-Fi, Thriller",TRUE,20th Century Fox,82
2011,tt1723811,Shame,notalk,notalk,FAIL,6500000,UK,Drama,FALSE,Fox Searchlight,79
2011,tt1541995,Snow Flower and the Secret Fan,ok,ok,PASS,6000000,"China, USA","Drama, History",TRUE,Fox Searchlight,22
2011,tt1596346,Soul Surfer,ok,ok,PASS,18000000,USA,"Biography, Drama, Family, Sport",TRUE,TriStar/FilmDistrict,45
2011,tt0945513,Source Code,notalk-disagree,notalk,FAIL,32000000,"USA, Canada","Action, Drama, Sci-Fi, Thriller",TRUE,Summit Entertainment,92
2011,tt0999913,Straw Dogs,ok,ok,PASS,25000000,USA,"Action, Drama, Thriller",TRUE,Sony Pictures/Screen Gems,41
2011,tt0978764,Sucker Punch,ok-disagree,ok,PASS,75000000,"USA, Canada","Action, Adventure, Fantasy",TRUE,IMAX,22
2011,tt1650062,Super 8,ok-disagree,ok,PASS,50000000,USA,"Mystery, Sci-Fi, Thriller",TRUE,Paramount Pictures,81
2011,tt1675192,Take Shelter,ok,ok,PASS,4750000,USA,"Drama, Horror, Thriller",TRUE,Sony Pictures Classics,92
2011,tt1385826,The Adjustment Bureau,dubious-disagree,dubious,FAIL,50200000,USA,"Romance, Sci-Fi, Thriller",TRUE,Universal Pictures,71
2011,tt0983193,The Adventures of Tintin,notalk,notalk,FAIL,130000000,"USA, New Zealand, UK","Animation, Action, Adventure, Family, Mystery",TRUE,Paramount,73
2011,tt1655442,The Artist,notalk-disagree,notalk,FAIL,16000000,"France, USA, Belgium","Comedy, Drama, Romance",TRUE,The Weinstein Company,95
2011,tt1412386,The Best Exotic Marigold Hotel,ok,ok,PASS,10000000,"UK, USA, United Arab Emirates","Comedy, Drama, Romance",TRUE,20th Century Fox,79
2011,tt1259521,The Cabin in the Woods,dubious-disagree,dubious,FAIL,30000000,USA,"Comedy, Horror",TRUE,Lionsgate Films,91
2011,tt1093357,The Darkest Hour,ok,ok,PASS,34800000,"USA, Russia","Action, Adventure, Horror, Sci-Fi, Thriller",TRUE,Summit Entertainment,12
2011,tt1535616,The Divide,ok,ok,PASS,3000000,"USA, Germany, Canada, France","Drama, Horror, Sci-Fi, Thriller",TRUE,Anchor Bay Entertainment,25
2011,tt1235170,The Future,ok,ok,PASS,1000000,"Germany, USA, France","Drama, Fantasy, Romance",TRUE,Roadside Attractions,72
2011,tt1568346,The Girl with the Dragon Tattoo,notalk-disagree,notalk,FAIL,90000000,"USA, Sweden, Norway","Crime, Drama, Mystery, Thriller",TRUE,Sony Pictures,86
2011,tt0990407,The Green Hornet,notalk,notalk,FAIL,110000000,USA,"Action, Comedy, Crime, Sci-Fi, Thriller",TRUE,Sony Pictures,44
2011,tt1540133,The Guard,notalk,notalk,FAIL,6000000,Ireland,"Comedy, Crime, Thriller",FALSE,Sony Pictures Classics,94
2011,tt1454029,The Help,ok,ok,PASS,25000000,"USA, India, United Arab Emirates",Drama,TRUE,DreamWorks Studios,76
2011,tt1007029,The Iron Lady,ok,ok,PASS,14000000,"UK, France","Biography, Drama",FALSE,The Weinstein Co.,51
2011,tt1189340,The Lincoln Lawyer,notalk,notalk,FAIL,40000000,USA,"Crime, Drama, Thriller",TRUE,Lionsgate Films,84
2011,tt0472399,The Mechanic,nowomen,nowomen,FAIL,42500000,USA,"Action, Crime, Thriller",TRUE,CBS Films,53
2011,tt1204342,The Muppets,notalk-disagree,notalk,FAIL,45000000,USA,"Adventure, Comedy, Family, Musical",TRUE,Walt Disney Pictures,95
2011,tt1161864,The Rite,dubious-disagree,dubious,FAIL,37000000,"USA, Hungary, Italy","Drama, Horror, Mystery, Thriller",TRUE,Warner Bros. Pictures/New Line Cinema,21
2011,tt1265990,The Roommate,ok,ok,PASS,16000000,USA,"Drama, Thriller",TRUE,Screen Gems/SONY PICTURES,4
2011,tt0472181,The Smurfs,ok,ok,PASS,110000000,"USA, Belgium, Canada","Animation, Adventure, Comedy, Family, Fantasy",TRUE,Sony Pictures Columbia,22
2011,tt1509767,The Three Musketeers,men,men,FAIL,90000000,"USA, Germany, France, UK","Action, Adventure, Romance",TRUE,Summit Entertainment,26
2011,tt0478304,The Tree of Life,nowomen-disagree,nowomen,FAIL,35000000,USA,"Drama, Fantasy",TRUE,Fox Searchlight,85
2011,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,ok,ok,PASS,127500000,USA,"Adventure, Drama, Fantasy, Romance",TRUE,Summit Entertainment,25
2011,tt0800369,Thor,ok-disagree,ok,PASS,150000000,USA,"Action, Adventure, Fantasy, Sci-Fi",TRUE,Paramount Pictures,77
2011,tt1340800,Tinker Tailor Soldier Spy,notalk,notalk,FAIL,21000000,"France, UK, Germany","Drama, Mystery, Thriller",FALSE,Focus Features,83
2011,tt0471042,Tower Heist,notalk,notalk,FAIL,85000000,USA,"Action, Comedy, Crime",TRUE,Universal Pictures,67
2011,tt1399103,Transformers: Dark of the Moon,ok-disagree,ok,PASS,195000000,USA,"Action, Adventure, Sci-Fi",TRUE,Paramount Studios,35
2011,tt1568911,War Horse,notalk-disagree,notalk,FAIL,70000000,"USA, India","Drama, History, War",TRUE,Walt Disney Pictures,76
2011,tt1291584,Warrior,notalk,notalk,FAIL,25000000,USA,"Drama, Sport",TRUE,Lionsgate,83
2011,tt1389137,We Bought a Zoo,men-disagree,men,FAIL,50000000,USA,"Comedy, Drama, Family",TRUE,20th Century Fox,64
2011,tt1714210,Weekend,notalk,notalk,FAIL,190000,UK,"Drama, Romance",FALSE,IFC Films,95
2011,tt0770703,What&#39;s Your Number,ok,ok,PASS,20000000,USA,"Comedy, Romance",TRUE,20th Century Fox,24
2011,tt1449283,Winnie the Pooh,nowomen,nowomen,FAIL,30000000,USA,"Animation, Adventure, Comedy, Family, Musical",TRUE,Walt Disney Pictures,91
2011,tt1270798,X-Men: First Class,ok-disagree,ok,PASS,160000000,"USA, UK","Action, Adventure, Sci-Fi",TRUE,20th Century Fox,86
2011,tt1625346,Young Adult,ok,ok,PASS,12000000,USA,"Comedy, Drama",TRUE,Paramount Studios,80
2011,tt1742336,Your Sister&#39;s Sister,ok,ok,PASS,120000,USA,"Comedy, Drama",TRUE,IFC Films,83
2010,tt1542344,127 Hours,dubious-disagree,dubious,FAIL,18000000,"USA, UK, France","Adventure, Biography, Drama, Thriller",TRUE,Fox Searchlight,93
2010,tt1014759,Alice in Wonderland,ok,ok,PASS,200000000,USA,"Adventure, Family, Fantasy",TRUE,Walt Disney Pictures,51
2010,tt1313092,Animal Kingdom,notalk,notalk,FAIL,4200000,Australia,"Crime, Drama",FALSE,Sony Pictures Classics,95
2010,tt1431181,Another Year,ok,ok,PASS,8000000,UK,"Comedy, Drama",FALSE,Sony Classics,92
2010,tt1423894,Barney&#39;s Version,ok,ok,PASS,30000000,"Italy, Canada","Comedy, Drama",FALSE,Sony Classics,79
2010,tt1532503,Beginners,notalk,notalk,FAIL,3200000,USA,"Comedy, Drama, Romance",TRUE,Focus Features,85
2010,tt1164999,Biutiful,notalk,notalk,FAIL,35000000,"Mexico, Spain","Drama, Romance",FALSE,Roadside Attractions,66
2010,tt0947798,Black Swan,ok-disagree,ok,PASS,13000000,USA,"Drama, Thriller",TRUE,Fox Searchlight,85
2010,tt1120985,Blue Valentine,men-disagree,men,FAIL,1000000,USA,"Drama, Romance",TRUE,Weinstein Company,87
2010,tt1126591,Burlesque,ok,ok,PASS,55000000,USA,"Drama, Music, Musical, Romance",TRUE,Sony Pictures/Screen Gems,36
2010,tt1194417,Casino Jack,notalk-disagree,notalk,FAIL,12500000,Canada,"Biography, Comedy, Crime, Drama",FALSE,ATO Pictures,40
2010,tt1020558,Centurion,notalk,notalk,FAIL,15000000,"UK, France, USA","Action, Adventure, Drama, History, Thriller, War",TRUE,Magnolia Pictures,61
2010,tt1438254,Charlie St. Cloud,notalk-disagree,notalk,FAIL,44000000,"USA, Canada","Drama, Fantasy, Romance",TRUE,Universal Pictures,27
2010,tt0800320,Clash of the Titans,dubious,dubious,FAIL,125000000,"USA, UK, Australia","Action, Adventure, Fantasy",TRUE,Warner Bros.,27
2010,tt1244754,Conviction,ok,ok,PASS,12500000,USA,"Biography, Crime, Drama",TRUE,Fox Searchlight,67
2010,tt1385867,Cop Out,notalk,notalk,FAIL,37000000,USA,"Action, Comedy, Crime, Thriller",TRUE,Warner Bros. Pictures,18
2010,tt1555064,Country Strong,ok,ok,PASS,15000000,USA,"Drama, Music",TRUE,Screen Gems,22
2010,tt1336617,Cyrus,notalk,notalk,FAIL,7000000,USA,"Comedy, Drama, Romance",TRUE,Fox Searchlight,80
2010,tt1279935,Date Night,ok,ok,PASS,55000000,USA,"Comedy, Crime, Romance, Thriller",TRUE,20th Century Fox,66
2010,tt0989757,Dear John,nowomen,nowomen,FAIL,25000000,USA,"Drama, Romance, War",TRUE,Screen Gems/SONY PICTURES,29
2010,tt1323594,Despicable Me,ok-disagree,ok,PASS,69000000,"USA, France","Animation, Comedy, Family, Fantasy",TRUE,Universal Pictures,81
2010,tt1314655,Devil,ok-disagree,ok,PASS,10000000,USA,"Horror, Mystery, Thriller",TRUE,Universal Pictures,52
2010,tt1196141,Diary of a Wimpy Kid,ok,ok,PASS,15000000,"USA, UK","Comedy, Drama, Family",TRUE,20th Century Fox,52
2010,tt0427152,Dinner for Schmucks,notalk,notalk,FAIL,69000000,USA,Comedy,TRUE,Paramount Studios,41
2010,tt1270761,Don&#39;t Be Afraid of the Dark,ok,ok,PASS,25000000,"USA, Australia, Mexico","Fantasy, Horror, Thriller",TRUE,Miramax Films,59
2010,tt1231583,Due Date,notalk,notalk,FAIL,65000000,USA,"Adventure, Comedy",TRUE,Warner Bros. Pictures,40
2010,tt1013860,Dylan Dog: Dead of Night,nowomen,nowomen,FAIL,20000000,USA,"Action, Comedy, Crime, Fantasy, Horror, Mystery, Sci-Fi, Thriller",TRUE,Freestyle Releasing,7
2010,tt1282140,Easy A,ok-disagree,ok,PASS,8000000,USA,"Comedy, Drama, Romance",TRUE,Sony Pictures/Screen Gems,85
2010,tt0879870,"Eat, Pray, Love",ok-disagree,ok,PASS,60000000,USA,"Drama, Romance",TRUE,Sony Pictures,36
2010,tt1226273,Edge of Darkness,notalk,notalk,FAIL,60000000,"UK, USA","Crime, Drama, Mystery, Thriller",TRUE,Warner Bros. Pictures,56
2010,tt1531663,Everything Must Go,notalk,notalk,FAIL,5000000,USA,"Comedy, Drama",TRUE,Roadside Attractions,73
2010,tt0977855,Fair Game,ok,ok,PASS,50000000,"USA, United Arab Emirates","Biography, Drama, Thriller",TRUE,Summit Entertainment,79
2010,tt1433108,Faster,nowomen,nowomen,FAIL,12000000,USA,"Action, Crime, Drama, Thriller",TRUE,CBS Films,42
2010,tt1405500,For Colored Girls,ok,ok,PASS,21000000,USA,Drama,TRUE,Lionsgate,32
2010,tt1323045,Frozen,notalk,notalk,FAIL,150000000,USA,"Adventure, Drama, Sport, Thriller",TRUE,Anchor Bay,63
2010,tt1226229,Get Him To The Greek,notalk,notalk,FAIL,40000000,USA,"Adventure, Comedy, Music",TRUE,Universal Pictures,72
2010,tt1322312,Going the Distance,ok,ok,PASS,32000000,USA,"Comedy, Romance",TRUE,New Line Cinema,53
2010,tt0947810,Green Zone,nowomen-disagree,nowomen,FAIL,100000000,"UK, France, Spain, USA","Action, Drama, Thriller, War",TRUE,Universal Pictures,54
2010,tt1375670,Grown Ups,ok-disagree,ok,PASS,75000000,USA,Comedy,TRUE,Sony Pictures,10
2010,tt1376195,Gunless,men,men,FAIL,9900000,Canada,"Action, Comedy, Drama, Western",FALSE,Cinema Eopch,40
2010,tt0926084,Harry Potter and the Deathly Hallows: Part 1,ok-disagree,ok,PASS,125000000,"UK, USA","Adventure, Fantasy, Mystery",TRUE,Warner Bros. Pictures,77
2010,tt1231587,Hot Tub Time Machine,notalk,notalk,FAIL,36000000,USA,"Comedy, Sci-Fi",TRUE,MGM,64
2010,tt0892769,How to Train Your Dragon,ok,ok,PASS,165000000,USA,"Animation, Action, Adventure, Family, Fantasy",TRUE,Paramount/DWA,99
2010,tt1226236,I Am Love,ok,ok,PASS,10000000,Italy,"Drama, Romance",FALSE,Magnolia Pictures,82
2010,tt1375666,Inception,dubious-disagree,dubious,FAIL,160000000,"USA, UK","Action, Adventure, Sci-Fi, Thriller",TRUE,Warner Bros. Pictures,86
2010,tt1591095,Insidious,ok-disagree,ok,PASS,1500000,"USA, Canada, UK","Horror, Mystery, Thriller",TRUE,FilmDistrict,66
2010,tt1228705,Iron Man 2,ok,ok,PASS,170000000,USA,"Action, Adventure, Sci-Fi",TRUE,Paramount Studios,73
2010,tt0804497,It&#39;s Kind of a Funny Story,notalk,notalk,FAIL,8000000,USA,"Comedy, Drama, Romance",TRUE,Focus Features,58
2010,tt1250777,Kick-Ass,notalk-disagree,notalk,FAIL,28000000,"UK, USA","Action, Comedy",TRUE,Lionsgate,76
2010,tt1013743,Knight and Day,men-disagree,men,FAIL,117000000,USA,"Action, Adventure, Comedy, Romance, Thriller",TRUE,20th Century Fox,52
2010,tt1038686,Legion,ok,ok,PASS,26000000,USA,"Action, Fantasy, Horror",TRUE,Screen Gems,19
2010,tt1228987,Let Me In,notalk-disagree,notalk,FAIL,20000000,"UK, USA","Drama, Fantasy, Horror, Mystery, Thriller",TRUE,Overture Films,88
2010,tt0892318,Letters to Juliet,dubious-disagree,dubious,FAIL,30000000,USA,"Adventure, Comedy, Drama, Romance",TRUE,Summit Entertainment,41
2010,tt0758752,Love and Other Drugs,men-disagree,men,FAIL,30000000,USA,"Comedy, Drama, Romance",TRUE,20th Century Fox,48
2010,tt0985694,Machete,ok,ok,PASS,12500000,USA,"Action, Crime, Thriller",TRUE,20th Century Fox,72
2010,tt1371155,Made In Dagenham,ok,ok,PASS,8000000,UK,"Biography, Comedy, Drama, History",FALSE,Sony Pictures Classics,80
2010,tt1518812,Meek&#39;s Cutoff,men,men,FAIL,2000000,USA,"Drama, Western",TRUE,Oscilloscope Pictures,86
2010,tt1001526,Megamind,nowomen-disagree,nowomen,FAIL,130000000,USA,"Animation, Action, Comedy, Family, Sci-Fi",TRUE,Paramount Studios/DWA,72
2010,tt1470827,Monsters,nowomen-disagree,nowomen,FAIL,500000,UK,"Drama, Sci-Fi, Thriller",FALSE,Magnolia Pictures,73
2010,tt1126618,Morning Glory,ok,ok,PASS,40000000,USA,"Comedy, Drama, Romance",TRUE,Paramount Studios,55
2010,tt1415283,Nanny McPhee and the Big Bang,ok,ok,PASS,35000000,"UK, France, USA","Comedy, Family, Fantasy",TRUE,Universal Studios,76
2010,tt1334260,Never Let Me Go,ok,ok,PASS,15000000,"UK, USA","Drama, Romance, Sci-Fi",TRUE,Fox Searchlight Pictures,69
2010,tt1536044,Paranormal Activity 2,ok,ok,PASS,3000000,USA,Horror,TRUE,Paramount Pictures,59
2010,tt0814255,Percy Jackson &amp; the Olympians: The Lightning Thief,dubious-disagree,dubious,FAIL,95000000,"UK, Canada, USA","Adventure, Family, Fantasy",TRUE,20th Century Fox,49
2010,tt0878835,Please Give,ok,ok,PASS,3000000,USA,"Comedy, Drama",TRUE,Sony Pictures Classics,86
2010,tt1424381,Predators,nowomen,nowomen,FAIL,40000000,USA,"Action, Adventure, Sci-Fi, Thriller",TRUE,20th Century Fox,65
2010,tt0473075,Prince of Persia: The Sands of Time,nowomen,nowomen,FAIL,200000000,USA,"Action, Adventure, Fantasy",TRUE,Walt Disney Pictures,37
2010,tt0935075,Rabbit Hole,ok,ok,PASS,5000000,USA,Drama,TRUE,Lionsgate Films,86
2010,tt0493949,Ramona and Beezus,ok,ok,PASS,15000000,USA,"Adventure, Comedy, Family, Fantasy",TRUE,20th Century Fox,70
2010,tt1245526,Red,men-disagree,men,FAIL,60000000,USA,"Action, Comedy, Crime, Thriller",TRUE,Summit Entertainment,71
2010,tt1403981,Remember Me,ok,ok,PASS,16000000,USA,"Drama, Romance",TRUE,Summit Entertainment,27
2010,tt1053424,Repo Men,ok,ok,PASS,32000000,"USA, Canada","Action, Crime, Sci-Fi, Thriller",TRUE,Universal Studios,21
2010,tt0955308,Robin Hood,dubious-disagree,dubious,FAIL,210000000,"USA, UK","Action, Adventure, Drama, History, Romance",TRUE,Universal,43
2010,tt0944835,Salt,ok-disagree,ok,PASS,130000000,USA,"Action, Mystery, Thriller",TRUE,Sony Pictures,63
2010,tt0446029,Scott Pilgrim vs. the World,ok,ok,PASS,85000000,"USA, UK, Canada, Japan","Action, Comedy, Fantasy, Romance",TRUE,Universal Pictures,81
2010,tt1028576,Secretariat,ok,ok,PASS,35000000,USA,"Biography, Drama, Family, History, Sport",TRUE,Walt Disney Pictures,63
2010,tt1261945,Sex and the city 2,ok,ok,PASS,95000000,USA,"Comedy, Drama, Romance",TRUE,Warner Bros. Pictures,15
2010,tt0892791,Shrek Forever After,notalk,notalk,FAIL,165000000,USA,"Animation, Adventure, Comedy, Family, Fantasy, Romance",TRUE,Paramount,58
2010,tt1130884,Shutter Island,notalk,notalk,FAIL,80000000,USA,"Mystery, Thriller",TRUE,Paramount Studios,68
2010,tt1564585,Skyline,dubious,dubious,FAIL,10000000,USA,"Action, Sci-Fi, Thriller",TRUE,Rogue Pictures/Universal Studios,16
2010,tt1421051,Somewhere,dubious-disagree,dubious,FAIL,7000000,"USA, UK, Italy, Japan","Comedy, Drama",TRUE,Focus Features,70
2010,tt1440292,Submarine,notalk,notalk,FAIL,1900000,"UK, USA","Comedy, Drama, Romance",TRUE,The Weinstein Company,88
2010,tt1512235,Super,notalk,notalk,FAIL,2500000,USA,"Action, Comedy, Drama",TRUE,IFC Midnight,49
